SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
7252,"SOFTSMC12AB017C6BD",440190,"Voices Of Americana: The Cate Brothers","ARZDYBC1187B9A3142",36.0632,"Fayetteville AR",-94.15791,"The Cate Brothers",0.0,223.97342,0,0.283,147.093,4,0.0,"Let It Be",0,136d5363-4297-4b19-87eb-3748371d4c81,0.0,0.291433259678,0.190346162352,0.142,0,0.283,-16.086,1,0.321,211.516
7253,"SOCGAOT12A8C138D1C",428202,"PODIUM","ARTO6KU1187B99910C",,"",,"Claude François",0.0,197.25016,6,0.246,134.237,4,0.0,"Le chanteur malheureux",1994,1cfbf85c-dc74-42d6-915e-77033afd0204,0.0,0.554890899136,0.385583660789,0.0,6,0.246,-12.472,0,0.469,186.903
7254,"SOGKRNP12A81C20860",131371,"La Chica de la habitacion de al lado","AR2K2CM1187B98D4F1",36.71832,"MalagaSpanija",-4.42016,"Fran Perea",0.0,194.21995,1,0.511,180.04,4,0.365,"No me imagino",2005,b1cda34c-1269-431e-8c6e-1a377d1c6d45,0.0,0.52533291366,0.383394322194,0.0,1,0.511,-4.556,0,0.392,185.406
7255,"SOKTRGB12CF533CFBD",140423,"The San Mateo Sessions 1969","ARB054P1187B9AD32E",,"San Francisco CA",,"Santana",0.0,153.7824,5,0.622,93.366,5,0.533,"Acapulco Sunrise",0,1bc6816a-d056-4113-9b0a-6c52e5c31a3c,0.0,0.818494213987,0.627765134777,0.403,5,0.622,-10.3,1,0.232,136.992
7256,"SOKSUYL12A6D4F8B74",31659,"Man To Man","ARAZCWP129462A97F1",,"",,"Bob Marley & The Wailers",0.0,229.90322,4,0.0,122.565,1,0.0,"Cry On (Acoustic Demo)",0,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,0.0,0.778835827402,0.570106511951,0.752,4,0.0,-15.193,1,0.246,225.379
7257,"SOEWHWK12A8C14264E",427098,"Windy City Blues","AR243ZT1187B9A98D2",32.29869,"Jackson MS",-90.18049,"Otis Spann",0.0,160.83546,9,0.008,99.463,4,0.24,"Must Have Been The Devil",1990,ff609eb0-5425-4963-9e55-85d729f4648e,0.0,0.534464352229,0.368689372548,0.432,9,0.008,-13.389,1,0.321,155.15
7258,"SOEVJRN12A8C135403",290794,"Araba","ARY0XD81187FB5CF38",,"",,"Mustafa Sandal",0.0,227.65669,8,0.777,170.047,4,0.203,"Iki Tas Corba",0,9e956eda-5766-4d13-848d-e6fd6d83ea8b,0.0,0.589136269578,0.409248013221,0.42,8,0.777,-13.342,0,0.589,214.471
7259,"SOKTNOK12A8C1340BA",242333,"Gnosis","ARJRIM91187FB3EF9A",,"",,"Paul Avgerinos",0.0,423.60118,9,0.982,119.897,1,0.751,"Gnosis",2006,ce69efdf-234a-412e-8017-781f1214cff6,0.0,0.449278964514,0.317125718746,0.223,9,0.982,-23.03,1,0.709,397.868
7260,"SOANMOG12A8C13CDFA",162661,"Spanish Guitar Virtuoso - Volume 1","ARJEPNS1187FB3DEF4",,"",,"Angel Romero",0.0,110.05342,4,0.145,78.281,3,0.647,"Prelude No. 2 (2000 Digital Remaster)",0,8f867e44-d3fb-4ae1-9177-5b186a64afce,0.0,0.490073499587,0.334782293473,0.707,4,0.145,-30.894,1,0.34,98.464
7261,"SOHDIVC12A6D4F8DA7",29874,"Vira-Lata","ARIHUOK122988F22DD",,"",,"Bangalafumenga",0.0,188.89098,4,0.367,77.41,3,1.0,"Baile Da Pesada",0,,0.0,0.431458634179,0.0,0.351,4,0.367,-8.239,0,0.372,174.481
7262,"SODWQBY12A8C13CAF3",261225,"FANtastic Volume 3","AR2G8UI1187FB3F33C",63.03654,"Knobel AK",-149.10568,"Barbara Fairchild",0.0,193.09669,8,0.795,115.126,3,0.97,"I'll Meet You In The Morning",0,19ae1de4-1b15-45a0-9104-2d489a2df1cf,0.0,0.428300267356,0.371237573581,0.0,8,0.795,-8.596,1,0.768,186.834
7263,"SOXIQTE12AC468D65F",735421,"Time Is Ripe","ARC3EZO1187B9B9314",-24.9162,"Australia",133.39311,"Angels",0.0,221.41342,7,0.772,102.967,4,0.688,"Tulip",0,b38141b7-be82-46b9-aff2-c20ce062dc99,0.0,0.699035755055,0.43546381745,0.228,7,0.772,-6.335,1,0.798,209.247
7264,"SOSHOMP12A8C144BB1",614711,"The Atlanta Years","ARPISA41187FB3DE42",51.77045,"Essex England",0.64255,"Humble Pie",0.0,193.54077,10,0.336,120.563,1,0.0,"Lonely No More",0,696989bc-c9a8-4ba8-a99b-b8015dba577f,0.0,0.63354599875,0.402495879987,0.0,10,0.336,-13.339,1,0.139,183.339
7265,"SOQANLU12A8C142FEF",609943,"Roberto Devereux","AREDW1C1187B9ACAC2",,"",,"Gaetano Donizetti",0.0,164.362,7,0.766,122.423,4,1.0,"Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero....",0,b8ecf204-6be8-4041-ab11-6d9971ea2711,0.0,0.556549465729,0.362153991437,0.0,7,0.766,-18.524,1,0.613,157.698
7266,"SOLIQUE12A58A78306",292223,"Live in Japan 2004","AR1RMYB1187FB5A59E",37.27188,"California",-119.27023,"Incubus",0.0,291.81342,11,0.854,161.697,4,0.481,"Warning",2001,e3e0abcd-7671-4482-a9d8-462f5acc9be5,0.0,0.899279599078,0.579441937886,0.0,11,0.854,-6.084,1,0.654,287.724
7267,"SOXEYLY12A8AE45DBD",278227,"&Like A Bolt Of Lightning","ARS6I1U1187FB468F9",,"",,"Juliette & The Licks",0.0,241.37098,2,0.424,156.523,4,0.0,"Shelter Your Needs",2005,bbd2ffd7-17f4-4506-8572-c1ea58c3f9a8,0.0,0.720809220576,0.455915629217,0.194,2,0.424,-5.199,1,0.43,234.707
7268,"SOUBCNK12AB017CA1C",445429,"Bazooka Tooth","AR6F6I21187FB5A3AA",,"",,"Aesop Rock",0.0,273.60608,10,0.51,57.332,1,0.0,"Limelighters (feat. Camp Lo) / Flunkadelic Interlude",2003,aba64937-3334-4c65-90a1-4e6b9d4d7ada,0.0,0.83453858559,0.477310881067,0.0,10,0.51,-8.011,0,0.479,266.257
7269,"SOJJAKJ12A6D4F951B",29046,"Mamouna","ARIZODP1187B9AD272",54.89814,"Washington England",-1.53179,"Bryan Ferry",0.0,274.28526,10,0.091,125.978,4,0.857,"Wildcat Days (1999 Digital Remaster)",1994,4ef7a9e2-2cf5-483a-8616-ef7791a98026,0.0,0.694802519782,0.561830537939,0.136,10,0.091,-7.158,1,0.367,259.32
7270,"SOILEMF12CF530E512",133451,"Hits","AR9W3X91187FB3994C",,"Chiswick London England",,"Phil Collins",0.0,172.93016,7,0.516,97.649,4,0.0,"You Can't Hurry Love  (LP Version)",0,401c3991-b76b-499d-8082-9f2df958ef78,0.0,0.814506223599,0.584836888719,0.0,7,0.516,-11.813,1,0.805,162.331
7271,"SOKZLSY12A8C1320E1",284045,"Broadway: The Great Original Cast Recordings","AR4ABL21187FB3913A",40.99471,"Pennsylvania",-77.60454,"Richard Burton",0.0,149.28934,5,0.642,112.144,4,0.418,"Camelot",0,c51fafd3-08cb-4085-ad2c-d1fb53d0d6df,0.0,0.432386477298,0.284047409901,0.067,5,0.642,-15.545,1,0.593,145.67
7272,"SORMLXW12A58A76039",371451,"La Femme Chocolat","ARJW7KB1187FB47C36",43.21183,"Carcassonne France",2.3584,"Olivia Ruiz",0.0,252.86485,5,0.625,241.892,3,0.663,"Vitrier",2005,5083e4bf-3246-4ab9-a6d3-23be8db8db2c,0.0,0.621201748405,0.374365680245,0.357,5,0.625,-8.328,0,0.659,243.908
7273,"SOAWDUW12AB0183A26",705129,"A Arte De Moraes Moreira","ARDZJ6H1187FB387F2",,"",,"Moraes Moreira",0.0,232.07138,8,0.312,185.327,4,0.27,"Agradeça Ao Pelô",0,5b5d63ac-e78e-459e-abab-5e90e3dddbb5,0.0,0.461741493305,0.334252474043,0.194,8,0.312,-9.832,1,0.436,228.2
7274,"SOWRNJI12AB018C5C6",813167,"Drum Set Variations","ARZ3BA51187B998A3E",,"",,"Pheeroan Aklaff",0.0,81.91955,7,0.488,207.409,3,1.0,"Oooh_ Pooh",0,360cb0b5-dc4e-4fd5-b52c-efe4b0e9e27a,0.0,0.359693511134,0.0,0.0,7,0.488,-18.379,1,0.529,81.92
7275,"SOBFRTX12AB018DE14",725026,"Friendly Persuasion","AR8J32V1187FB4F874",49.08215,"Kremenchuk Ukraine",33.43009,"Dimitri Tiomkin",0.0,192.7571,9,0.459,84.926,1,0.178,"Villagers Galloping To Battle",0,0ed6e209-dd4d-4c47-b6d0-c3a1ae06fef5,0.0,0.42759126058,0.322421109994,0.374,9,0.459,-13.419,0,0.566,185.435
7276,"SOGHWUG12A6D4FB3D3",239606,"Tracy - The Very Best Of The Cufflinks","ARR322V1187FB4F9CB",,"",,"The Cufflinks",0.0,167.00036,7,0.861,138.425,1,0.0,"Sally Ann",0,9c48990f-af36-4dc2-8b76-e5b94ee59ff2,0.0,0.403218289203,0.398406193901,0.488,7,0.861,-15.402,1,0.795,155.614
7277,"SOXIWIH12AB018000D",628337,"The Men Who Stare At Goats (Original Soundtrack)","ARJJKAA1187B9ADAF1",,"",,"Rolfe Kent",0.0,100.30975,5,0.458,92.244,4,0.319,"Bill's Speech - A New Kind of Warrior",0,fc31ddde-0030-4cc3-9180-5cc4e7004fef,0.0,0.549033905412,0.376664105858,0.398,5,0.458,-24.516,1,0.347,92.619
7278,"SOIJEWM12A67ADA08D",374501,"London Bridge","ARMRCET1187FB52049",33.99363,"Hacienda Heights CA",-117.97092,"Fergie",0.0,208.95302,1,0.0,91.02,4,0.764,"London Bridge",0,4f9675d2-f6d5-486c-9b26-33dcca998500,0.0,0.873627174335,0.560205546389,1.001,1,0.0,-5.93,1,0.0,199.082
7279,"SOXNSSY12A6D4F9728",47201,"No Pressure","AROLNOH1187FB39845",,"",,"Erick Sermon",0.0,223.4771,1,0.903,197.741,4,0.976,"Safe Sex",1993,7fdb6168-64a8-4b5a-9a6a-e39803e4aec1,0.0,0.577973752903,0.368336782246,2.775,1,0.903,-9.436,0,0.61,209.682
7280,"SOUAGDY12A6D4F63CF",46027,"Strange Days","ARUGU0E1187B9B30F6",34.05349,"Los Angeles California United States",-118.24532,"The Doors",0.0,186.56608,11,0.248,121.744,4,0.0,"Strange Days ( LP Version )",1967,9efff43b-3b29-4082-824e-bc82f646f93d,0.0,0.87682987775,0.584116573124,0.0,11,0.248,-6.772,0,0.582,182.137
7281,"SOOACXX12AB017C8E6",815863,"Arrivederci","ARHHO3O1187B989413",,"",,"Bob Azzam",0.0,107.31057,5,0.008,121.649,1,0.0,"Guarda Che Luna",0,e870caaf-3650-4ed8-9ca1-1ac36419abb0,0.0,0.0855120471086,0.251936524762,0.45,5,0.008,-5.382,1,0.243,107.311
7282,"SOLGYJO12A6BD55664",72248,"ROBOTECH: The Shadow Chronicles","ARG51IA1187B9B143A",,"",,"Scott Glasgow",0.0,222.82404,6,0.333,77.115,1,0.0,"Space Station Liberty",2007,36e41722-0b6b-48e8-9a28-a80c35c0581e,0.0,0.447808057068,0.291913130379,0.27,6,0.333,-14.15,1,0.159,216.009
7283,"SOQKZSN12A58A7BB72",379463,"Gaiton N°5","ARRXPRY1187B9A8B34",,"",,"Gran Coquivacoa",0.0,188.89098,9,0.285,137.939,1,0.0,"Hechizo",0,a1be513e-35e5-47b0-8b73-7476378384aa,0.0,0.421376060223,0.366527801955,0.0,9,0.285,-9.764,1,0.342,185.597
7284,"SONBXKE12A81C209B1",230918,"Reggaeton Hits - Sandungueo Mix","ARKWXGS11F4C8419B7",,"",,"Jesus Otero - Luny Tunes",0.0,191.76444,1,0.161,96.024,4,0.698,"Nivel De Mafia",0,,0.0,nan,0.0,0.0,1,0.161,-5.552,1,0.472,191.764
7285,"SOHZWRJ12A8C14081B",559989,"Nothing To Remember","AR558FS1187FB45658",,"",,"40 Grit",0.0,250.67057,11,0.228,148.234,4,0.203,"A Part Of Me",2003,c27c6ca8-3316-416a-aac2-9e91d6712027,0.0,0.45197771728,0.331351564822,0.0,11,0.228,-8.951,0,0.322,230.185
7286,"SOOBSJA12AAA8C7724",381886,"24: Redemption","ARVTWQ11187B9A6A24",,"",,"Sean Callery",0.0,212.84526,5,0.0,121.153,4,0.0,"Jack and Benton",2008,0ce7fbf0-1107-4c4f-b117-5f0756cf90c4,0.0,0.44698353796,0.35469336029,3.785,5,0.0,-29.331,1,0.358,203.807
7287,"SONRFCO12AC3DF6AFB",603118,"Outtakes and Demos 1975 -  2003","ARZIKR01187B98DF08",,"",,"Joe Grushecky",0.0,253.04771,11,0.614,109.997,4,0.822,"A Fool's Advice",0,ce48dd78-903e-4737-aee7-5e70bba7e15d,0.0,0.503002305754,0.0,0.061,11,0.614,-13.54,0,0.674,245.69
7288,"SOUHWTC12AAF3B419A",323457,"Papa Gato","ARYFXQ21187FB4DAEF",27.53092,"Laredo TX",-99.502,"Poncho Sanchez",0.0,350.27546,5,0.547,221.81,4,0.05,"Manteca",1987,62da2ead-f055-4ad0-b939-3274bb2c54b2,0.0,0.577228502778,0.373552391014,5.137,5,0.547,-15.82,0,0.569,346.093
7289,"SOUHUYT12A67021546",7086,"Fortitude","ARO344A1187B9B65C3",,"Kansas",,"Fortitude",0.0,260.46649,10,0.605,88.025,4,1.0,"He's Alright (Album Version)",0,b03f1bcf-85a7-433d-8995-480a359f9b3b,0.0,0.468827655575,0.375135508983,0.322,10,0.605,-6.464,0,0.568,249.173
7290,"SOXVEFH12AB0187A2C",516619,"Original Hits - Rock 'N' Roll","ARNUFGE1187B9B7881",40.85715,"New York NY [The Bronx]",-73.85678,"THE CHIFFONS",0.0,129.67138,6,0.64,88.808,4,0.87,"One Fine Day",1963,1e6b7643-8dac-4b0e-a8d1-4abf6211b882,0.0,0.599536501545,0.398349517122,0.131,6,0.64,-8.23,1,0.364,119.298
7291,"SOMNYHU12A8C142FB5",613834,"The Best Of The Vineyard Sound","ARVG8T61187FB440EB",42.31256,"Boston MA",-71.08868,"Livingston Taylor",0.0,285.88363,0,0.0,153.033,4,0.305,"Tell Jesus [To Come To My House]",0,3d19ffbe-ce69-4adb-9f50-d0c555b063ca,0.0,0.431393095064,0.348862956677,0.2,0,0.0,-13.559,0,0.219,280.451
7292,"SOPGMLA12A6D4F4BDF",28908,"Molokai","ARWJHW61187B98FA8E",-4.03479,"Kasai Zaire",21.75627,"Papa Wemba",0.0,265.76934,10,0.577,134.201,3,0.435,"Zero",1992,07f9fb91-1147-4532-a522-ac36dacd1c72,0.0,0.541968374734,0.417885348963,0.0,10,0.577,-11.73,0,0.738,258.961
7293,"SOXCDGN12A8C140A48",266834,"Sagas","ARKKPRW1187FB4D81E",38.99792,"Colorado",-105.55096,"Equilibrium",0.0,219.03628,2,0.247,180.12,4,0.842,"Prolog auf Erden",0,e77a126e-7005-47c0-996d-6245372f1a51,0.0,0.657870155623,0.463017763774,0.0,2,0.247,-3.901,0,0.325,212.004
7294,"SOJQOCV12AB0183CEA",540474,"In A Distant Place","AREJ5K11187B993F5F",,"",,"R. Carlos Nakai",0.0,238.13179,0,0.51,158.152,4,0.8,"In A Distant Place (World)",0,3c050ada-9db8-4e87-86fb-11c5294f9711,0.0,0.577276089132,0.376939984442,0.27,0,0.51,-22.812,0,0.54,221.571
7295,"SOSLDUO12A8C13F7E0",309045,"Onyx/ Bacdafucup II","ARZH3SW1187B98C96E",,"",,"Onyx",0.0,255.50322,1,0.503,164.981,4,0.769,"Wet The Club",2002,fc0fa262-6197-4c29-8e22-22f0e369856a,0.0,0.636582379001,0.421287262511,0.0,1,0.503,-6.305,0,0.48,239.055
7296,"SOHCAJI12AB017EF9A",495819,"Soundtrip Russia ( St.Petersburg )","AREQ9AY1187FB40E19",37.97615,"Athens",23.73641,"Spitfire",0.0,200.09751,10,0.019,155.056,4,0.0,"Tanzen",0,d3ae7469-32e8-4f06-b950-fb48f9910304,0.0,0.631081283624,0.372894173596,0.247,10,0.019,-3.73,1,0.329,197.497
7297,"SOESXET12A8C13DFA0",308121,"Como Ama Una Mujer","AR7C6G11187B9B4C1E",,"The Bronx New York",,"Jennifer Lopez",0.0,211.80036,4,0.689,201.792,4,0.677,"Por Arriesgarnos",2007,f0602f55-1770-483d-89bd-4bae0d0ac086,0.0,0.877119424278,0.56091265733,3.373,4,0.689,-10.447,1,0.669,201.932
7298,"SOXXWIL12AB0182D64",350855,"Spread The Germs","AR6137D1187B9A39C8",,"",,"Scalplock",0.0,66.0371,5,0.163,110.499,1,0.0,"Protagonist (Album Version)",0,a4a03b84-6424-469a-b841-3df4886b8d30,0.0,0.303675508289,0.293321125188,0.316,5,0.163,-5.3,0,0.459,58.973
7299,"SOTQMEG12A58A7B8BC",221445,"October","ARCP8YG1187B997D72",52.88356,"UK - England - South East",-1.97406,"Claire Hamill",0.0,116.29669,9,0.552,122.693,4,0.433,"Sidney Gorgeous",0,e3f40d48-8f70-4654-9bdf-4a4ce1c95642,0.0,0.515847654169,0.353124990046,0.438,9,0.552,-18.206,1,0.572,110.806
7300,"SOIZXEV12A8C13086A",241483,"Lift Me Up","AR2OH7O1187B99FE4E",,"",,"Torcuato Mariano",0.0,295.02649,2,0.506,180.191,3,0.433,"Black and Blue",2006,21b5fb7f-c820-4c82-b4d8-ceddeeb4f0c1,0.0,0.502866927754,0.311757782671,0.336,2,0.506,-11.878,0,0.495,280.944
7301,"SOYQLYM12AB018C099",703840,"Sweet Love Vol.5","ARG03XQ1187B99A494",27.9758,"Florida",-81.54106,"Dobby Dobson",0.0,193.56689,9,0.467,163.957,4,0.294,"A True Friend",0,321da55f-eef1-4189-95a1-f929cf2f8329,0.0,0.453350443336,0.312213437358,0.207,9,0.467,-7.303,0,0.403,187.368
7302,"SOWJXCF12A8C13608D",249198,"Treasures","ARFRSQZ122988EF860",,"North Carolina",,"Amy Lambert",0.0,288.67873,4,0.809,108.533,3,0.828,"Because He Loves Me",0,,0.0,0.231837503489,0.224283663229,0.415,4,0.809,-11.603,1,0.317,276.77
7303,"SOAKDOC12A8C13B1A9",295597,"The Essential Connie Smith","ARGUACZ1187FB3F35C",41.68676,"Elkhart IN",-85.97567,"Connie Smith",0.0,146.33751,10,0.694,141.553,4,0.797,"If I Talk To Him",2001,6fe09087-5693-4189-aa12-8d148f294121,0.0,0.496794627851,0.36526089322,0.38,10,0.694,-13.232,1,0.555,140.69
7304,"SORJNBB12A8C14156E",120715,"Grease Band & Amazing Grease","ARDGBFI1269FCD6AA6",,"",,"The Grease Band",0.0,254.85016,9,0.558,174.96,4,0.089,"Willie And The Pig",1971,1b5001de-400a-406f-be12-160cf503854f,0.0,0.324128628318,0.191193993486,0.0,9,0.558,-17.604,1,0.527,251.362
7305,"SOKHOUY12A8C1358E0",256978,"Beyond The Valley Of 1984","AREENKN1187B98F35D",40.71455,"New York NY",-74.00712,"The Plasmatics",0.0,286.9024,11,0.701,119.38,4,0.71,"Summer Nite",1981,3fec8b00-4142-4129-96f5-1c9bf65e8e8f,0.0,0.557875168422,0.359324726504,4.818,11,0.701,-4.907,1,0.511,276.614
7306,"SOBIZOU12AF729E8CA",108,"Tha Smokin' Nephew","ARNXNH81187FB52EB5",,"Houston TX",,"Baby Bash / Grimm",0.0,231.07873,2,0.0,89.478,4,0.883,"Changed My Life",2003,1fe6717a-73b5-4e70-82c5-6b83a08c997d,0.0,0.833893807853,0.602115454667,2.566,2,0.0,-5.179,1,0.0,217.792
7307,"SOGXQWP12A58A7D7C8",219898,"Stop & Listen","ARIUOLE11F4C83C703",,"California - SF",,"Suzy Thompson",0.0,196.91057,7,0.665,151.576,4,0.0,"Drunken's Man's Dream",0,0cb65fb9-7950-4ae5-b0f5-04302fd0d1cd,0.0,0.0401295877225,0.0,0.0,7,0.665,-11.846,1,0.79,187.844
7308,"SORBWQW12A8C130C25",283805,"Big Wide Grin","ARO0QD41187FB3AB0A",34.05349,"Los Angeles CA",-118.24532,"Keb' Mo'",0.0,242.80771,7,0.678,86.631,3,1.0,"I Am Your Mother Too",2001,280ddd36-ac7d-4446-8689-a548d6f3458e,0.0,0.632130913015,0.472281210651,0.0,7,0.678,-16.239,1,0.849,233.837
7309,"SOILAJR12AC3DFB3BA",740437,"Night Owl","ARNCOPS1187FB5A086",,"",,"Dolores Keane",0.0,249.93914,7,0.593,180.532,3,0.997,"Dangerous Dance",0,ab05807f-c127-4cb5-9f72-72ec47096632,0.0,0.519780641308,0.348000019201,0.49,7,0.593,-16.454,1,0.648,245.894
7310,"SOERSNE12AB018DCF3",811461,"Grounation","ARJO8W91187B9AB734",,"",,"Mystic Revelation of Rastafari",0.0,250.90567,5,0.038,118.132,4,0.78,"Ethiopian Serenade",0,217e2df6-61be-4ff5-b62c-4c8642d396c5,0.0,0.376419610856,0.208578173781,0.186,5,0.038,-18.933,0,0.409,224.961
7311,"SONLXKV12A8C13CD49",218508,"25 Years/25 Songs","AR82GTS1187FB5662F",53.41961,"Ireland",-8.24055,"Mary Black",0.0,283.61098,10,0.587,116.673,4,0.713,"Katie",1987,dcc0e816-31d2-4501-93c6-b5b64fcda39f,0.0,0.597113362831,0.376556981046,0.0,10,0.587,-11.691,1,0.553,272.225
7312,"SOEJUVY12A8C135C4A",143958,"The Kingdom","AR2H1J41187FB5C640",,"Los Angeles California",,"Danny Elfman",0.0,269.7922,3,0.324,85.807,5,1.0,"The Kingdom - Titles",2007,5b24fbab-c58f-4c37-a59d-ab232e2d98c4,0.0,0.76682620546,0.549445961004,0.433,3,0.324,-14.107,0,0.473,264.272
7313,"SOSVBAP12A58A7ABC2",116947,"Zos Kia Cultus","AR1OBRC1187FB59AD4",,"POLAND",,"Behemoth",0.0,229.40689,1,0.657,118.817,5,0.8,"No Sympathy For Fools",2002,69632f9c-31eb-43d5-a864-e73ac72efc66,0.0,0.842193350021,0.550422824859,0.125,1,0.657,-5.117,1,0.478,225.605
7314,"SOPQQMH12A81C2177E",275330,"Encounter","ARNARI81187FB3C9A7",,"Rio de Janeiro Brazil",,"Flora Purim",0.0,222.9024,4,0.349,136.234,3,0.549,"Latinas",1994,b1091eee-4198-4e66-8b15-05ae12b03353,0.0,0.479755040732,0.340544079537,0.253,4,0.349,-20.831,1,0.416,208.242
7315,"SONBWUH12A8C1421BB",527141,"The Baroque Beatles","AR76YOD1187FB46B24",40.71455,"New York NY",-74.00712,"Joshua Rifkin",0.0,111.46404,2,0.451,90.318,1,0.085,"Réjouissance [I'll Cry Instead]",0,d63cbb12-0d16-4fd5-8fbf-a57dc8ddfe83,0.0,0.444921249918,0.318458623333,0.206,2,0.451,-15.007,1,0.613,106.243
7316,"SOKVJQB12A6D4FD0CE",65640,"Ridin' High","ARRIIUT12131B4B784",,"Memphis TN",,"8Ball & MJG",0.0,236.93016,1,0.382,170.046,4,0.979,"Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version)",2007,,0.0,0.501662611178,0.423580358509,0.0,1,0.382,-5.674,1,0.352,223.538
7317,"SOZNESJ12A6D4FD187",128106,"The Curse","ARMOHN71187FB3959F",33.6671,"Orange County CA",-117.76505,"Atreyu",0.0,227.99628,8,0.236,128.639,4,0.169,"Nevada's Grace (Album Version)",2004,17e137fb-59e5-4fd7-af48-afc34995396c,0.0,0.821844255124,0.592439485528,0.0,8,0.236,-5.512,1,0.441,227.996
7318,"SOQTFZH12AB0188264",807242,"Blue Side Of Lonesome","ARVMOTP1187B99720F",,"",,"Barbara Jones",0.0,242.20689,6,0.0,176.932,4,0.0,"Moonlight Lover",0,47c97989-6370-4f0f-9007-f948bff6dd5f,0.0,0.422654618294,0.348058163263,2.688,6,0.0,-9.375,1,0.0,228.09
7319,"SOSXIUD12AB017FBB6",533692,"Olivier Messiaen: Les Corps Glorieux - Le Banquet céleste - Apparition de l'Eglise éternelle","AR342K51187B98B571",,"",,"Timothy Byram-Wigfield",0.0,473.46893,0,0.465,112.238,3,0.46,"Les Corps Glorieux: III. L'Ange aux parfums",2002,c6e5c5f4-984e-432a-87b8-b6afa288bca1,0.0,0.59080451421,0.419100413034,0.904,0,0.465,-32.934,1,0.464,463.453
7320,"SOKJZRV12A6D4FBEF7",130585,"Calling The World","ARZYPLF1187FB45B9B",34.05349,"Los Angeles CA",-118.24532,"Rooney",0.0,171.93751,11,0.411,119.406,4,0.65,"Get Away",2007,bbc8d6b5-a3e3-4d51-9f4e-565e9ef94967,0.0,0.775494507588,0.542601870216,0.0,11,0.411,-3.324,0,0.506,162.093
7321,"SOHSQVS12A8C1369F2",88747,"Happy Again","ARQQCFZ11F4C84217F",,"",,"Jazz Crusaders",0.0,406.07302,1,0.644,96.617,1,0.928,"Top Of The World",0,,0.0,0.44968925864,0.349981053511,0.386,1,0.644,-9.718,1,0.61,388.766
7322,"SOCYUZL12A6701FA23",8801,"Bedtime Stories","ARBEOHF1187B9B044D",,"Bay City MI",,"Madonna",0.0,248.55465,7,0.057,111.958,4,1.0,"Bedtime Story (Album Version)",1994,79239441-bfd5-4981-a70c-55c3f15c1287,0.0,0.915823253033,0.665576619159,2.485,7,0.057,-13.603,1,0.237,243.061
7323,"SOOJCHC12A6D4F81E1",47538,"...Somewhere More Familiar","AREPD8D1187FB3F5BC",,"Gainesville FL",,"Sister Hazel",0.0,188.62975,7,0.904,138.581,1,0.0,"Think About Me",1997,3b141e34-8c02-4074-b68a-7d64e3212acd,0.0,0.731065755711,0.509878707853,0.458,7,0.904,-5.15,1,0.71,185.243
7324,"SOFLKHX12A6701C32A",41905,"Gold","AR4BDNG1187FB44870",,"Batley England",,"Robert Palmer",0.0,299.78077,2,0.538,141.674,4,0.417,"Looking For Clues",1980,96b1d906-0fda-406d-beb6-19c6758998df,0.0,0.755566397734,0.464186401696,0.316,2,0.538,-11.514,0,0.56,283.655
7325,"SOAYEQY12A8C140810",611206,"Pave the Way","AR78ZID1187B9B31ED",18.11526,"Jamaica",-77.27348,"Mikey Dread",0.0,251.14077,8,0.308,158.813,4,0.0,"Have you got a Minute to spare",0,85fcc6c7-4b54-40dd-bd0e-0df68309acea,0.0,0.58568314983,0.360445765807,0.618,8,0.308,-10.099,1,0.479,239.613
7326,"SOCDLSK12AB018168E",345588,"The Gentle Touch","AR9JLBU1187B9AAEC4",-33.96243,"Port Elizabeth South Africa",25.62326,"Danny Williams",0.0,200.82893,2,0.614,143.467,7,0.588,"Stay Awhile",0,aab7a1d7-5461-4874-8162-bc127b91da59,0.0,0.511663445372,0.409778997763,0.984,2,0.614,-16.389,1,0.64,188.79
7327,"SOLNCDE12AC468EC62",745790,"Unreleased Exclusive Tracks","ARDAE2T1187FB50796",,"",,"Mr. Sancho",0.0,215.97995,2,0.495,167.85,4,0.277,"Ooh Baby (feat. Lil Bandit & Royal T)",0,0b493605-f767-4d8f-a734-41ace69cd067,0.0,0.595100752268,0.345015639015,0.148,2,0.495,-10.373,0,0.47,210.501
7328,"SOLOLMU12A8C133FBB",148126,"Freedom","ARCCRTI11F4C845308",,"",,"White Heart",0.0,301.81832,7,0.401,86.096,4,0.293,"Let The Kingdom Come (Freedom Album Version)",0,,0.0,0.477364752484,0.337507289166,11.175,7,0.401,-12.245,1,0.101,289.46
